,place_asked,name,averages
145,199,Suriname,0.7865415504269169
146,200,Swaziland,0.7842163355408388
147,201,Syria,0.7644975652943781
148,202,Solomon Is.,0.7955426356589147
149,203,Spain,0.8636299306524332
150,204,Sri Lanka,0.863167526201963
151,205,Sweden,0.8173873991878895
152,206,Switzerland,0.7834453268173488
153,207,Tajikistan,0.6683417085427136
154,208,Tanzania,0.7381072065073344
155,209,Thailand,0.7641164241164241
156,210,Taiwan,0.8245425188374597
157,211,Togo,0.7884048027444254
158,212,Tunisia,0.8471370855391473
159,213,Turkey,0.8462638319035186
160,214,Turkmenistan,0.7211710439612162
161,215,Uganda,0.7205824478551751
162,216,Ukraine,0.8588789539467359
163,217,Uruguay,0.8260466615626385
164,218,Uzbekistan,0.7191483529035501
165,219,Venezuela,0.8116664733851328
166,220,Vietnam,0.8204197513117228
167,221,Timor-Leste,0.734315401815073
168,222,Zambia,0.736372857829267
169,223,W. Sahara,0.8175079803062273
